content_id,content,subject,sentiment_value,sentiment_word
kzpLNrjlKiT2hduv,除了白色的漆不是金属油漆，其它的颜色的都是金属的漆面的。,外观,0,
T3gUZo2uxmhWFryM,我的也是这样，总要顿一下，可能是车身高的原因吧？,外观,0,
5uarzAJvB063Io29,我在等2025年的换代森林人 ，对于外观，只希望尾灯别变太多，超喜欢现款的尾灯，方方正正很硬气，总觉得一长溜的尾灯有点点娘,外观,0,
GTBU0j53zv6WsFQJ,这颜色好看！内外都是！,外观,1,
r4TdeuICRjzMUH8Y,车身刚性杠杆的！更多的，大家自己看，森林人值不值！！？,外观,0,
z4pxWgBduiam6OUX,荣放外观是可以接受，就是室内味道相对大很多！所以一下子比较失望。   ,外观,0,
IyRWFEvfeHKtlZL8,非承载车身都是硬邦邦的感觉，毕竟牧马人的主项就是越野，其次才是城市代步。   ,外观,0,
utN65jUe7mxLzl4s,完爆森林人。低速四驱。短车身。,外观,0,
PZ9rAjJdXCyBVe5T,除去灯光的颜色影响  好像是香槟金~  属于浅一些的颜色  配这车还行！,外观,0,
Q4tipwJkRPN6yBIE,打算入手小森，坐等19款上市，至少车身尺寸也大些,外观,1,
NTDik8abHrUqV6xB,你好，SE是啥颜色的？,外观,0,
qgBzSYCtUK5dQbuZ,按颜色分的，买绿色的就行。一套一千多挺贵，不过感觉脚感不错。    ,外观,0,
Lo0AXE9C3B7ZmSsa,高速上130定速巡航，睡着了，车身左侧擦着中间隔离带，万幸角度比较小，不然后果不可想象,外观,0,
v93xhpwWVuLr5D8o,不会试着三款车。不喜欢广汽菲克的Jeep，奇骏太平庸。酷威就更差了，难看，车身过于畸形的长，动力总成也不咋滴,外观,-1,难看
saAvO2GCEo7tuj1H,楼主你好，建议查看一下说明书，或者车身的标注，厂家出厂前就已经明确了使用什么汽油标号的问题。你就按照厂家推荐的标号加就可以了。,外观,0,
xOVKhcTj1HAutn6v,车身的标注？你撕开破黄纸看看，里外不一样,外观,-1,里外不一
Vxg6Dz07haUBuL8Y,贴上轮眉吧，就这点伤重新喷漆，瞎了原厂的车漆啊,外观,0,
EDiGkXdsb3eJVACI,我也装了，自己贴的，效果不错！能起到保护作用，一次老婆开出车库，直接挂掉后轮一块，未伤车漆,外观,0,
O0YH89QoTJxSWUhv,那是车身强度不够啊，森林人车身强度不至于吧,外观,0,
uplLcsoQYhq4PC0v,可能是车外发出的通过车身与转向机的接触传到车内，有可能来自发动机上的执行电磁阀，自动变速器的话阀体内的电磁阀劳动时的声音。,外观,0,
elsKQyO58V0XEZng,我正在收一步，有点不解的就是怠速情况下，车身有点发抖，什么原因？,外观,-1,
6QfqLPoEX2OTlIhN,标不标配都算在价钱里了。中国市场相对美国特有的有大灯清洗，电动折叠后视镜，还有獠牙前脸外观美国只有XT有，自吸全是一个外观。,外观,0,
PW9hiwguKsTydNUa,不是不是，是D档挂进N档的那一瞬间，车身会抖一下,外观,-1,
TtLGU4yARjM3XWg8,CDX外观内饰做工强过森，没试驾过，驾驶感怎样不了解，但最大问题是网点太少，维修保养很不方便，车内空间也比较小，最终选择了森林人。,外观,1,
wFeM5aRNt72TYldv,其实可以让4S调制油漆的，只要拿到车漆代码就行，我查一下拉力蓝的代码O2C，K7X那个颜色是用在WRXSTI上的,外观,0,
7OHb0PIKuhN6ia4p,16-18款外观没什么太大的变化，现在还有些地方有16库存，那个优惠更大，经常遇到有些人说自己了解这个车的配置，结果什么都不知道。。,外观,0,
LfOyeXpxgFdisr4E,我和孩子的都不能折叠，网上看了看，好像可行的方案是加拖车球，有专门固定在拖车球上的架子，工程有点大～～比起常见车尾自行车架，好处是不遮挡号牌，负重较大。,外观,0,
VbiL5E38AlazrKjI,我的是2.5白，耐脏，但有一个缺点就是车身漆有一点脱落都会很显眼,外观,-1,
soim9FdhTEkWV0e6,不是热车的过程，是热车后等红绿灯怠速时车身会抖动。,外观,-1,摇晃
h1ua30RW7jmeLZpl,还有呢，座椅没腰部支撑，机头被强J，车漆薄如(诶克斯张)蝉翼，小树枝，茅草杆，一划就留痕电动尾门，开启等待时间太长足足3秒,外观,-1,
L4yZTSpzemlIHxW8,合页，就是掀开后备箱之后，后备箱盖顶跟车身连接的那,外观,0,
faoNJE47zLtnRWpI,其实还是三代好看这一代前脸怎么感觉像以前的翼虎.,外观,-1,
oKJXzaHAUFqmw0kp,单从外观角度来说，还好我买的18款……新款如果真是这样，外观设计确实更符合主流suv设计，但是同时也失去了正面看窄、高的越野车外观共性，个人观点勿喷,外观,0,
Tw8Hl0P7OisBc6gm,前脸还可以，更显年轻了，车尾灯变丑了，满大街这个尾灯造型，太平庸了,外观,-1,平庸
Es9kw87PAFcgeXGI,车身刚性应该是提高了，现款的森总感觉薄薄的，开关门没有德系车的厚重感,外观,-1,
5aluHjszwXmYfn96,看前脸，接近角比现在貌似又小了。,外观,0,
pV0dY5ghOsQ14S29,都是矛盾，现款好看，但内饰很low，换代新款不太好看，但内饰和科技安全方面肯定又会大提升。真希望是现款的霸气外观配合换代款的内饰及科技安全，这就完美许多了，呵呵,外观,0,
ZqrDj4ipsY6KScW7,个人不太接受傲虎的外观,外观,0,
mpPWgC4kZSKDaE5w,我的同款现在6万公里多点，今年检车尾气不合格。,外观,0,
wXd34kuFG105vPiE,讲真，外观时尚就选马自达吧，森林人适合我等老汉钓鱼户外用,外观,0,
wd62guG7rDBI0PqU,修车半天了，老远都能听到，师傅说可能不是前面轮胎附近，可能在车身下面。还没找出原因，,外观,0,
YrAomNG1xPv2Z5wC,1、建议加装最好别动线路，这车容易异响2、磨合期说明书说不超四千，反正我没有超三千3、2.0和2.5在2018款外观内饰区别不大，只有顶配可以选棕色内饰，还有ES版的眼睛,外观,0,
FgbxUn40uD9plImA,sgp平台乘坐空间降低了…空间肯定比现在还富裕，降低车身靠拢舒适啊,外观,1,
38VSHkzaRI9ut2Pq,森林人定位还是暗示性能车，内饰外观做工偷工减料的，结果性能都被打脸价格还死贵，维修保养不便宜，我当时真是傻了比了33万全款买最顶配自动挡，最关键是自动挡并非真的全时四驱！,外观,-1,
0mAUvzNEjGbuhp38,全新一代森林人将在本月底开幕的纽约车展上进行全球首发（媒体日：3月28～29日／公众日：3月30日～4月8日）。与消息同时公布的，还有一张新车尾灯的预告图。,外观,0,
f1ELH8zOxND9oyd2,从物理特性来分析，途观翼虎CX5属于适时四驱，轮胎抓地力，过弯极限不如全时四驱。Q5和GLC是全时四驱，由于发动机是直列发动机，整车重心高于森林人，但车身宽度和胎宽优于森林人，操控性应该差不多。,外观,0,
Vhb218KnLkSWs5rx,看来斯巴鲁真的是不注重外观设计，越改越丑,外观,-1,越丑
19cruOH8h7VvtnCX,第二张图个人认为不可能有这样式，特别是前脸，雾灯给人感觉有点夸张。不符合国人审美,外观,-1,不符合
0o1axhdvgEsFctJu,楼主，我的故障灯亮，分别是发动机，车身稳定，定速巡航闪，去检测，说是氧传感器，但是换了三个了，清洗过三元。都没用，这到底是哪里的问题？,外观,0,
jK6aNQyWOXGtIoH5,感觉前脸像小弟XV了呢,外观,0,
1s7e5UMYWH3m0utn,公里数有点多原车漆多少,外观,0,
Xp0wPIlr4Wy6G25v,装了井字架，前后定吧后拉杆后，车尾就不会跟不上车头了，很灵活了,外观,0,
lUNd18qDa37PTBmX,外观估计就是斯巴鲁新出的7坐SUV的样子，只不过尺寸缩减，这样也有利于生产作业简单和配件通用。重点关注的是动力如何搭配的。,外观,0,
xzHLW1JkIiuMbe8Y,车走过，车尾形成个真空区，没有后备箱的车就直接搂玻璃上了，所以掀背车和SUV要有后雨刷，一般的三厢轿车不需要。,外观,0,
riOM6EZTX2Y43kPJ,一样的，北京前天第一场雪，前脸，两侧都还行，就车尾脏。买了黑色的，净洗车了,外观,0,
2vDBHsIV8janyPb7,这两种对车漆有木有损耗哪个贵一点呢？,外观,0,
mQF6Jw17EsyKUak8,基本是小改，而且也没改得怎么好。斯巴鲁看来就不能看外观内饰这些了，水平很稳定从来不让你惊喜。,外观,0,
Mkm8LUarT5o7Qscf,其实挺好看的，不过大体上还是现款的外观设计思路，变化不大。这可能和丰田有关，中网怎么看怎么满满丰田味。。。不过反正就是小森的风格就是了，和商务行政不搭边，啊哈哈,外观,0,
ZD45nxhi02bBHVSk,如果是这个外观，觉得还不如我16款的好看,外观,-1,
rD3bhSBfy7QZ1Hus,那是因为你没看见它爆丑的前脸。,外观,-1,丑
9ANO8EUcY7e4Tdyp,看外观变化不大啊，不是太丑也不漂亮，总之与时代脱节,外观,0,
FUHWXmQk7G4oLP23,会不会软磨硬？风一吹会不会把车漆磨了？,外观,0,
tWsu7B4ihHoL3AS0,前脸还不错，新平台最大的败笔是尾灯，从美国发布的七座开始的，可惜白白浪费了概念车的设计,外观,-1,
iz1MQEuyJpF0aL7k,看4s能不能定，估计费用不菲，能买到的只有xv上的fr86，mr86，mr87，外观差不多，但是不知道内部是否一样,外观,0,
YR47pDXPBurezQM5,车吧，外观这些东西，看久了都一个鸟样。再惊艳的外观，路上多了也就腻了比如马自达的魂动设计，最开始出来的时候，看的那是一愣一愣的。现在总看到那张脸，看得我一吐一吐的。所以，现在是根本不在意外观党。,外观,0,
XeHyZmiYphK2A4Fl,外观越改越丑，内饰就是xv的，发动机仓结构基本没变，斯巴鲁离我们越来越远！,外观,-1,丑
3yIlYO4MaBQ71oxC,森林人车身不宽，基地太高看着不协调,外观,-1,不协调
IzWXtiVrnSNf2uUH,外观没啥经验，看看动力配置。如果没啥改变，还不如抄底老款,外观,0,
QXqkxIEvNf4RDMpw,前脸设计的真难看，包括雾灯那，远不如上一代设计师。,外观,-1,真难看
0oRPdyTb1Jl3cfIZ,就算有人威胁我，我也要说：新森的前脸好难看！,外观,-1,好难看
KgWubcOrtmdosqhM,本来森林人就不胜在颜值，这次外观变化似乎还不及第四代相比第三代大改款的变化大。主要观察点在于SGP平台，这是决定性的，内饰也仅仅从落后变位跟上了竞品的节奏。,外观,0,
sRdI1bUko83pgi6O,外观不如现款，獠牙没有了，内饰比现款强。,外观,-1,
lzD5bdAowXZ2Rg8a,我觉得外观不错，空间很漂亮，内饰也还可以，就是不知道动力到底是多大的？会不会很温柔？,外观,1,不错
0jMUe1dSC7RY8ays,我就希望外观内饰，大家都看不上，我们去好谈优惠,外观,0,
YZOpjAUt6gBIbCGT,嗯，除了SGP，外观无多惊喜,外观,0,
lGbY40EJc9LNXPjB,性能应该有不少的升级，外观还是喜欢2012款,外观,0,
jZHLA8gnuSkT1cIr,这种姥姥森才是真正的斯巴鲁，现在的森林人都改成娘炮了，我说的是内在，不是外观    ,外观,0,
pcaXqtKH9GsV6Z1B,话说Gla那空间你能接受吗？如果能接受新荣放的外观的话还是荣放吧，经济一些,外观,0,
kYLilQO4dye05MFT,RAV外观颠覆性改变，看起来很硬派，新森越改越丑没现款协调。不过RAV好像要到明年才上市，新森四季度就能买到,外观,1,
DC8v3QbRoaKZJnLG,外观各有所爱，我就喜欢19款的外形，何况轴距也加长了更宽敞了,外观,0,
HBMNhLU4Jbioner8,奔驰外形好看，内饰也好看，没有空间的要求还是奔驰，至少上车会很心情很好。,外观,1,外形好看
oEhXMrRJFmWy5BnD,看看合同怎么写的，你这个外观就是豪华版啊。,外观,0,
Ee7aoy6xOArUq3YG,一车一况，没有事故，没有水泡，原厂玻璃，大部分原车漆，发动机底盘一滴不漏。这就是精品二手车了。本人觉得最好是这一代的车，也就是5到6年车龄的。    ,外观,0,
Qi6M3rNaSLA7OTyu,外观，发动机，轮胎，太多等等，最好还是要找一个有经验的帮你验车。就发动机的声音如何判断？靠经验。,外观,0,
CrmNavZfcUdeF03R,运动版取代现有的XT版，外饰和内饰是灰和黑色搭配橘红色装饰，发动机还是2.5,外观,0,
BPvwqTJSYR5p68mg,新车都是没什么问题的。一般公里数不能超过100公里，车上无明显的划痕，生产日期不超过半年，车机盖子上和轮毂上有膜，内饰无坐过的痕迹，最后听听发动机就行了。车脏不是问题。如果在好几台差不多的中选一个，那就凭感觉调一台,外观,0,
ChM2LsTpNIYSurQd,预算没问题，就森林人吧！家庭使用更适合些。如果感觉预算有限，就-5。两个车城市里开起来，都很有意思，马自达的操控也很好。空间、雪地泥泞路上的行驶，森会好于-5。价格上-5比森便宜些。外观的话，一个沉稳一个时尚动感，看个人喜好。年轻人应该都喜欢-5的外观些！,外观,0,
J9xadh52PwlneXNR,外观看个人喜好给我再选一次，我绝对选傲虎..起码车内配置不会觉得恶心...我现在森林人没后座出风口.家用硬伤.座椅包裹性比傲虎差.内饰配置比傲虎差..要不是当时傲虎还没出2.0T..3.6那台订车都得半年多..我早就选傲虎了.,外观,0,
eucXPwz5k3ngAZL8,这款车就是个买菜车  内饰 外观差强人意 当初为了省十来万没上Q5  现在Q5换代又看不上 下一步X5或Q8,外观,-1,
avMUQ41WuqHthBAS,2.0的森林人，同价格不如上2.5的马自达CX5，颜值高，操控也不赖，关键动力强很多，还是AT。    ,外观,1,颜值高
bl6uYUotPzXfc7en,除了外观一样，其他硬件配置基本都不一样,外观,0,
U6TrAEVYcLQOdnWv,为什么不给2.0T，那个才是精髓，而且排量税更少，在现在一干2.0T（昂科威，探界者，途观L，科迪亚克，翼虎）紧凑SUV对手面前，2.5的森林人毫无动力优势。还有为什么不给双排气管（宝马都新款标配双排气管了，而且斯巴鲁以前是有双排气管的，越改越回去），獠牙式前保险杠，前机盖进气口，无框玻璃窗，这些经典高***的设计都改没了，不知道斯巴鲁设计师怎么想的？,外观,0,
hob07AFJxz4ef123,昨天看了2019款的视频，2019款运动版，比现款好看太多了！直接可以说，在外观上，上了一个档次了，隐隐有豪华车的感觉！    ,外观,1,上了一个档次了，隐隐有豪华车的感觉
O7LVqYiPoSRtgI2M,CVT变速箱，烧机油的发动机，难等的配件，除了大城市以外几乎看不见的4s店，锁死消费者的4s店，丑陋的外观，再加上高溢价的起售价，新森林人未出就已经先死了！继续小众直至消失！    ,外观,0,
hGiU6L0SXYN758sd,斯巴鲁的外观就不要讨论了，买斯巴鲁的也不是奔着外观来的,外观,0,
qzsjuX59va7hKyBL,今天在路边看见一台现款森林人，给我感觉就是显小，单薄，丑陋，外观没有丝毫质感！    ,外观,-1,外观没有丝毫质感！    
rNVwKJHiq8Tzp6bO,其实吧，每一代森林人外观都不是特别好看，轮毂更是丑出天际！2019款运动版，看图片是还可以，实车不知道怎么样了。   ,外观,0,
i7uoWmgwXqfR5N46,不在乎外观的话豪华就行,外观,0,
mFkH07vOrduGzLb5,说实话，就外观真不如16款的！,外观,0,
0L9sWtMzxb5TRpPA,这个价位的全能型选手吧，虽然什么外观内饰不尽如人意，但是你要不在意，那都无所谓。作为一辆普通家用车，该有的基本都有了，不该有的也没有多余的。,外观,0,
qLCFJek6wEST1pBA,奇峻也有资格和森比，哪个大面包出了发动机比国产车强点，其他未必有国产车做的好，车身钢性也不行，底盘也很散，要买奇峻应该看看RV4,外观,0,
14YZHle2XOEpwtiB,买外观选奇骏，买内涵，选森林人！尼桑是日系里面成本控制最厉害的，他的特点是 你能看到的 都是好的，你看不到的都是差的！比如电瓶，尼桑的阳光居然是36A 的电瓶，因为电瓶容量下 连点烟器插头都没有！   ,外观,0,
XolMYCRdseT3wNtU,不在乎外观 而且非森林人不买的话 那肯定等最新平台,外观,0,
5KOCMmVkTGJpj8ns,国人买车也就是看个外观图个空间考虑品牌罢了    ,外观,0,
EVrDbTtdeO6MJ2fI,除了外观好看，没啥用啊,外观,0,
SygXQr9OmlwbsD8v,外观没毛病啊……一普通SUV，外观太时尚了，感觉就会不耐看！普通点，过10年看还是那样,外观,0,
Q6DcEI4dUw9qtjkF,我还嫌不够方正，我最喜欢路虎的外观    ,外观,0,
MDHib9nBLaeKf1kc,难道只有我是因为外观跟内饰风格才买的这车,外观,0,
NDE5SQmVdUyaF6Tl,外观属于耐看型的，没有惊艳感，低调又特立独行,外观,0,
7Xu0eHlbi3gPyN6w,为啥介意，我觉得外观很好看啊！,外观,0,
SpxGPgBsHYXOrt2b,外观能接受，关键内饰就不像这个价位的产品……,外观,0,
K7apiLqc9OYGjsu1,我就是冲着外观和车标才去了解直至购买的,外观,0,
AmVBbz2suMnJ1FGt,斯巴鲁产品的产品力在这个太差了，外观奇丑无比，尺寸也不行，内饰要吐，价格过高，配件又贵又不齐全，又要担心烧机油，到底是谁害了谁？    ,外观,-1,外观奇丑无比
dgDfhWe0Mo1xEwYV,外观太小气，内饰太寒酸,外观,-1,外观太小气
beYW49H0ztXPTqly,今天去店里看了看，发现2.5es最大的问题是外观不如2.0时尚型，要外形只能上2.5顶配，那价格太高了,外观,0,
2xl8X5o6quzH3ksW,我也很喜欢19款森林人，但是想想可能还是要放弃，1.小众 2.保养麻烦也贵 3.后续配件难找 4.外观太丑，尺寸小，特别是宽度不足 5.售价明显高于竞品 6.凤毛麟角的随时倒闭的4s店 7.有可能烧机油的发动机    ,外观,-1,外观太丑
KSAGvuYq7NTQf3dz,你所谓的产品力全在外观表面上？那我觉得你去买肠城吧    ,外观,0,
krj7c8UAaB5i3MRT,森的外观真心赞，18款的也很漂亮，内饰差点意思，19款感觉比18款更大一些了，内饰也达到现在的主流水平，想买。本人差点95后。 路虎4代发现卖的那么好，第五代你在路上看过几辆？4代硬得像根jb一样，第五代就像去了一次泰国一样，所以我就希望森林人能一直硬下去。,外观,1,外观真心赞
u2vL9Q4oad0BOA5l,现款森林人，外观内饰，车身尺寸，工业水平，等等等等，和十几万甚至几万块的产品有什么区别？我可以说内饰还不如十万块的国产车，森林人在我看来优点唯独一个，好开一点点罢了，那么请问高配去到差不多三十万，怎么玩？    ,外观,0,
TcjiLUIOJ6VpCWs5,你的知识和兴趣点还停留在外观内饰，车身尺寸、高大尚配置……所以我可以把你归类在中国城乡结合部的选车一族……你说的其实也是对的，斯巴鲁车就是好开点、安全点、乐趣多点、内在的技术多点、实用多点、能去的地方多点、还有给国家税收贡献多点、外在花哨的配置少点、豪华感少点、面子少点，所以对你们喜欢大大大、豪华、面子、气派的人来说肯定没吸引力了     ,外观,0,
OTtuIoiBhbSPWH2D,我也喜欢斯巴鲁的车，就是因为“内秀”，外观内饰也行。 希望售后和保养能好点。,外观,0,
RkVQFlYx50nTgMjN,斯巴鲁的优点只不过就是水平对置全时四驱所带来同级别相对好开一点点罢了，但是却只有几万块的外观内饰，还贵，还不省心，你看看那个屏幕不是中国三百块钱的山寨屏幕吗？试问如此不平衡的产品怎么可能不小众？当然，越野能力好一些，但是城市里不需要，农村可以考虑。    ,外观,0,
VCrkeNXKPBmnQlR7,没觉得那森林人丑。举例说明哪些几万国产车内饰比森好，车的外形也漂亮，一辆就行。    ,外观,1,车的外形也漂亮
W453vhNrmtnXKZV2,我也想2.0时尚，主要是外观喜欢，2.5的这个外观就要上至尊了，价格上下5万左右，感觉不值啊。,外观,0,
5T8IBHy9z1qajRGw,es对于老司机来说作用大吗？我在2.0时尚和2.5至尊间徘徊，看中獠牙外观，对动力没追求，但2.0没有es又有点纠结，2.5至尊又超出预算比较多。   ,外观,0,
EGWYHKkeSqZpvfwB,车子的动力颜值什么的这是自己的选择就好,外观,0,
0JHpVYPLGFqkDxiU,一定预算的前提下，买日本SUV车就是看中油耗 可靠性 空间  要操控、动力就去买轿车 颜值和4驱现在在这个满街是车，满街堵车的各大城市里，没ran意bing义luan,外观,0,
y0wrR3NCPbIjBDlu,不过我倒觉得森林人的外观有个性，轮廓分明，只是内饰比森林人好太多了。,外观,0,
SITnMZ3HwqfFiDj7,内饰比我黑色的好看，早买的也没个选择，恭喜提车,外观,0,
zlI9OPZbdCxhtmfj,我也是斯巴鲁车主，怎么我们车主群里没看见还有这么好看的妹妹？呵呵～我的小森开了两年了，一次也没修过！去年跟车队一起去西藏，我的小森被大家好一顿夸啊！哈哈,外观,1,一次没修过
7SVQ8ar0eNZvAdKh,屁股上好看啊，还有比较二的粘在引擎盖上,外观,0,
H2NOGvsm9ZlCVE14,恭喜！颜色好看，清新脱俗,外观,1,好看
6SWwVFyMGiaE0mrB,外观没什么变化，新平台吗？看来森换代也快了,外观,0,
VFX9Zt50TMafsvnO,前期保养所有的车费用都差不多，森林人只是工时贵了点，10万左右费用来了，4S轮胎2400多一条，地盘橡胶件，悬挂磨损件，外观件都很贵，工时和材料一般差不多一半的一半，给你举个例子，两个半轴加工时7000多，一个轴承1000多，一个主驾遮阳板360，一个座椅的卡口(后排座椅调节开关)85，一个雾灯480……一口气想到的只有这么多，有兴趣的话，我可以给你发清单    ,外观,0,
QB84rHgLxaGyjsEO,进气管看起来比原装好看点，实际效能关键看冬菇头,外观,0,
1HoxDRez3XI2QBg7,越野能力不能光看四驱，新奇峻为了外观大大牺牲了接近角，没有大的接近角到了越野路段通过性就等于0！老奇峻虽然丑销量差，但越野能力可以和森打个平手，但新奇峻就大大的不如了！,外观,0,
o4xapQ0wEgnhHcsS,松下那款原厂无论音质还是外观都很喜欢。就是没有多媒体屏幕，更别提CARPLAY了。如果原车就是松下的，我就不折腾了。关键前车主已经换成山寨的了，还不如直接一步到位搞成SONY的呢，回头会发帖更换作业的，感谢支持     ,外观,0,
xaohmSMTOpzkbdeN,这点同意 老奇骏外形也好看 就是内饰太丑了   ,外观,-1,丑
GdJB5H6XqK9sboEP,楼上都复制粘贴啊，我觉得自己看看外观漆面就行了，其他不得有问题。,外观,0,
LjoK7ruUiRPZW5gh,新车的前脸咋整成这副挫样？,外观,-1,挫样
0CkuYwfs6dQMrVWR,我最怕 拆塑料防水防尘膜 因为那个塑料膜 拆下之后 再也没有原来那么好看了    ,外观,0,
ExgiBlcFXm0JUTG9,我也觉得老森前脸秀气，喜欢那样的,外观,1,秀气
WpUSxYnidteXN9wZ,前格栅金属条改为黑色可能不好看了哟     ,外观,-1,不好看
6BPU4labIFGRjuHe,我也才提的车，考虑过自由光、CRV、探界者、CDX，RAV选车时就没考虑过，外观内饰第一印象就不入眼，特别是那个屁股怎么看都不协调，车不要求有多漂亮，至少自己看起来要舒服。开起来怎样不知道，没试驾过。,外观,0,
0KjfboZYOiMeBmup,我是觉得不错，好看而且镀晶打蜡的钱也剩了，保护原漆    ,外观,0,
bq3QfBxLNwCuaz2D,我前两天在4S店也见这种前脸来着。。。真心接受不了,外观,-1,接受不了
wQ0AmGBqDjWspakY,我估计这是庞大自己搞得，因为森林人17年没啥改款，没新车卖怕销量不好，所以庞大就自己设计定制了一套前脸套件给森装新款！,外观,0,
h8fq5MzxtkRHsjTP,RAV4的视野差了些，样子也不太好看，个人认为。   ,外观,0,
mQbuxaYjFknBOcdy,很便宜啊 绝对值 我特装版都27了。你这个应该比我的贵两万多呢 尊贵还好看很多 轮毂和尾翼    ,外观,0,
TaLljvdxEkZ2c81J,se有sti的元素，外观和加速都不错，是不是有一定运动性呢,外观,1,不错
M5bPmNzeQixq6hY3,个人感觉轮毂奇丑无比，棕色内饰感觉也不是那么的高大上，有点廉价的感觉，车漆的颜色还是很赞的,外观,-1,廉价
KxBc6glCTPLRkaIp,秒杀目前20万内车?太保守了吧！实话实说，除了外观、内饰，动力、超控秒杀目前40万SUV。,外观,1,秒杀
Aqi6IZ29k3RE0GOX,现在都联网了，验外观用移动APP拍照上传，这个规格森林人可以用，奇骏不行，比原胎宽了1厘米，去了两家都过不了:(,外观,0,
U4eVpRvnL6gMHsf5,我随后发个内饰和三个面的外观图集贴...望大家给参谋一下...实在不行我再去ssss问问,外观,0,
1jaSmq3UYgi52OuM,还好车身没有压上去………………,外观,0,
bcJaiHUMEvhrDj54,外观没刮没碰底盘没被磕到就可以了，其他的什么看是看不出的,外观,0,
CiLyDUxYpAz7e2fj,在山区过湾，速度快一点时出现过三次上述现象，如弹簧弹射般啸音！我分析是车身稳定系统起作用了！,外观,0,
3A0wZVRGFaTWH5x7,有一天下大雪，时速60，打了下方向，出现了你所说的声音，车身移动修复正了,外观,0,
nw6WzPGfp0BqQkhc,5代森没在美国上市，美版刚刚只是出了个包黑炭版，外观、内饰黑色化并加了点价，网上能搜到，之家也有报道。,外观,0,
swgBLx6MTEj02a1X,凡事讲究流塑造型的车，讲究外观漂亮，空间和视野要折衷，森皮薄大馅，一切为了实用；紧凑型SUV里森的轴距最短，这点有利于通过性。,外观,1,漂亮
sZVq9L8CAGzXBxft,车漆我倒不在意了，希望钢板、用料，比国产的可靠吧。,外观,0,不在意
gnlvXtTk3aeSiHRM,你车门上的坑明显是被碰的，没啥说的。车漆是软，这是事实。但３０万以内我还真没看上其它车,外观,-1,软
FkgE8wLJ2XCS3p0B,主要是你喜欢哪个前脸，其他的都可以加装。,外观,0,
jAVd8Mt2byPa0fJx,建议继续观察 有可能还会脱 车身会受扭力 不行就索赔,外观,0,
2Xz150fducbjEYFV,一样的颜色，这种颜色只有2.5的有。黑和白的容易脏，这种棕色的比较耐脏，而且车漆相对黑的要厚一点。我就选这个颜色了,外观,1,厚
g1djX7AxUfvMY3Ki,也许可以这么说，车身覆盖件软，是为了保护行人！,外观,-1,软
3CO1SmzKLc6Y5xR8,建议2016款2.5豪华，主要是前脸好看，个人意见，仅供参考。,外观,1,好看
