,content_id,content,subject,sentiment_value,sentiment_word
2932,KhmX36weqrRWUjzS,你把森的底盘加强件都装上，调的底盘跟石头一样硬，然后和cx-5去比比看看。森原厂就没有按照纯操控调教兼顾了一些舒适性，但是森有酷似狗改装件。马自达那种出厂避震就很硬的车，原车状态当然比森强一点。我单位同事买的cx5，我自己是森林人。    ,舒适性,0,
2948,O1fuTCg7DqtFGJcj,奇骏没Eyesight，视野差，味道大，但是便宜啊，特别是保养维修，估计比森林人少1/3。油耗堵车可能相差不大。日产的的CVT变速箱起步顺滑，有种佛系的感觉。   ,舒适性,-1,差
2954,fmiGPdokaYAxZg5K,如果经常走烂路换了没问题，舒适性影响不大，噪音略有增加，油耗增加1升多吧，如果市区，我还是觉得原厂横滨挺好，省油    ,舒适性,0,
2977,xBiRZzj5adUpnCM4,我换了马牌，价格和原车差不多途虎上可以比价，目前看了2万多，说下感受，第一舒适性提高很多，静音效果好，不这么夹石子（很少听到石子哒哒哒的声音了）第二，操控性还可以和原车区别不大（经常60左右过弯不带刹车）第三，油耗主要看路程和驾驶习惯。缺点，耐磨性能差（和原车比）。你可以参考下CCCLX2 225-55-r18 98V,舒适性,1,提高很多
3000,RkhNzdcueZ0UIn5L,两个车都符合你的要求，傲虎空间大点，森林人通过性好一些，但内饰和舒适度差一点，两台车都挺糙的，跟bba没法比，年轻点的选森林人好一些，傲虎更老气,舒适性,-1,差一点
3003,rPegCmf7IVEbA8wz,要面子与科技感选 林肯MKC，要舒适实用选森林人。MKC后排座3人时太不舒服了。,舒适性,1,
3013,fSRiQHb3rou0W7C9,都可以，傲虎舒适性好于森林人，底盘高度都差不多，但森林人视线和轻度越野更好。,舒适性,1,
3029,xKuMyLNO8Imgqs3f,当初选的boss9喇叭的剧院版，没有esp，日常用没什么问题。换了215 65 r16的suv胎四季胎，晴天抓地力一般，经常转弯补油响胎，到了雨雪天气没有esp反而更好开。天籁的空调连a6都比不了，30秒冻鼻子，1分钟冻脖子。轴距限制后排空间没有新款的那么大。    ,舒适性,-1,
3082,gwjxGFfDpVab52XZ,放的太大了。影响舒适性，颠坏了    ,舒适性,-1,
3115,gWrKAD3Zkd1FHiGY,一直用美孚EP520，综合性价比是高，噪音是有点大，但是动力不错,舒适性,-1,噪音大
3150,hunNPWxRzpIv8DCr,看起来外观大，但是内部空间不大啊，但是座椅比较厚实，坐着舒服，高速巡航一定很舒服吧   ,舒适性,1,舒服
3173,EtUSynbas0pw17YG,我的xv十几万公里了，也不见烧机油，水平对置发动机，油耗低，噪音低,舒适性,1,噪音低
3182,Sph6u37jJ8KzycaZ,18款 非常舒适  开的是AUTO,舒适性,1,
3203,5hKcW1BIrogldxm4,森林人操控感可以，因为发动机重心低，偏轿车范儿，但是隔音差些，毕竟玻璃大，底盘高；试驾出真理,舒适性,-1,
3222,dB4GpbLq5af3ZvcX,车辆的内饰、空间、动力、舒适度这些个人感受很主观的，说出来也没有什么意义，每个人的感觉都不同，要求也不同.最好还是自己去试驾感受一下,舒适性,0,
3256,3TGfCaUBcXIRpoWD,17年6月。三万公里了。我觉得任何车你使劲操都不行。但是有一点你得明白。斯巴鲁并不是传统的日系。比如两田。它既然在追求性能跟操控了。必定在耐用性以及舒适性上不如传统日系。我买这车就是为了它的通过性。这车可能做不到开到烂。但是它给你的乐趣是两田给不了的,舒适性,-1,
3265,dN10ErcuspLOZTXn,xc60还是别和小森比操控了，斯巴鲁完爆沃尔沃 不信自己搜一下这俩车的麋鹿测试，沃尔沃惨目忍睹， 小森这级别王者 xc60舒服是真的，所以我移植了它的座椅,舒适性,1,
3289,wNgP7RpCtS8IhXUM,同事刚好提了一辆2驱的，除了外观，坐上去车的内饰塑料感比我14款森林人还严重，味道大就更不用说了。,舒适性,-1,
3345,7BGeuYPSEf2ZVsnQ,价格毕竟也摆在那里。再者，一个商务旅行版的，偏舒适。一个是运动型的，偏硬朗。,舒适性,1,
3367,GSzE6HpAV3IeXFDP,rav4我也开过，视线差，味道重，更谈不上操控，开过森林人之后再也不想开rav4,舒适性,-1,差
3382,upOWJkNURPmdAzcn,上班用，刚换的米其林，静音舒适,舒适性,1,
3391,OitNW8Qonq4vjJEe,冷启动和大油门发动机声音明显安静多了，提速更加顺滑    ,舒适性,0,
3397,AcTdQLGorxqBseim,怎么个异响声音呢？是咯噔一声么？,舒适性,0,
3406,n5l1pFdhVfbuCetM,隔音是还行，就是急加速发动机嘶吼声音大    ,舒适性,-1,声音大
3411,83rfEAMwJ0T6bkcq,我换了电装的，4S给装好了，声音不错,舒适性,1,不错
3417,I6z3bcLux5WhEOHd,我在淘宝买的日本代购的原厂蜗牛喇叭，换了以后声音很不错，有力量，但是又不是特别震耳。,舒适性,1,不错
3419,hL2WtGZ3oyPdg9aN,冰箱，洗衣机都是西门子，空调必须大金，电视必须夏普。,舒适性,0,
3423,tE3uhTQRcYDw6qz9,说实话，我还真喜欢加速时发动机嘶吼，觉得特有劲，忍着点吧，只能自己客服它的缺点了，30万的车，也就这水平了，和轿车比不了    ,舒适性,0,
3427,ADa45WG9CirskTHt,诺记轮胎，我在等。要不一起等,舒适性,0,
3431,QboNZVzmhUp6EBfx,发动机噪音无解...我做了U型槽和防火墙隔音，算是武装到位了吧，噪音还是依旧，难道从底盘传来的？,舒适性,-1,噪音依旧
3436,VUTQ1PpqDfCuvRZA,天气冷或者热，空调需要大功率工作时，系统都不会启动的。,舒适性,0,
3439,87LjQRArq0MziEc2,没事 我的伤比你重 都4年了 没任何问题 轮胎没漏线就没事,舒适性,0,
3441,mv43Edw6KqlHj9g7,换轮胎就可以了，轮毂拿去修复就可以了,舒适性,0,
3442,xBPQ4H2hqfeakt6z,哎……腰一有问题人就变的矫情了……确实对坐姿座椅要求比较高。我的小车主要是座姿太难受……我个子又比较高……    ,舒适性,0,
3444,LYDe7CN5KBE1hcw3,是按那个set就可以，但你不知道哪个轮胎？具体的准确压力值，这个就解决我的问题    ,舒适性,0,
3450,l8NpOJ16Xawcqu2K,把车座拆了，垫子拿出来，清水多冲洗几遍，在太阳下彻底晒干，一定要多晒几天，干透再安装。去年我的车被水淹，清洗后安装，没有异味。,舒适性,0,
3452,ocyzW98gvQONnuGD,排水性没原车好，偏硬，舒适性特别是冬天会差点，但泥地抓地好，出去玩烂石子什么的也不怕刮破。车胎两侧特别硬，比普通的侧面硬很多很多。,舒适性,0,
3462,nfN43p02D1mso9xa,那不是异响，是经过R档时倒车雷达启动的声音。,舒适性,0,
3464,9sQRXDCEidybI8e4,一般家用车的胎压为前轮2.4个压力，后轮2.3个压力！这样既照顾到行车的舒适性，又能保证后轮的抓地力提高行车的安全性！四季通用的！,舒适性,0,
3468,4LBX9pnSFO1wv2r0,只是监测报警。不会显示哪个轮胎有异常，也不会显示胎压。,舒适性,0,
3472,emxnNgbo75ayCV6E,轮胎更换有计算公式，可以百度一下，输入原车轮胎型号就可以计算出你可以换的范围，很简单,舒适性,0,
3489,5XyLInBz7FhpDUPN,不平，座椅比后备箱高几厘米，傲虎才是平的,舒适性,0,
3495,mi52VB3KvEfJe7FW,我在淘宝上买了一次“XX买”用了一个月后，一开空调就有一种发霉的味道。曼牌原厂都没这样。现在刚换了坤版，看着做功很好，用用再说。,舒适性,0,
3496,Winy59qYFIfvUSGp,应该不能换，换后轮胎直径增大，转向会不会蹭到？速度显示也会出现误差。,舒适性,0,
3518,N1UEgzCrb8unk5cV,你在论坛里搜一下，有个帖子，有种无线接收胎压信号实时显示的机器，不用改轮胎里的东西，我觉得还不错，某宝上有卖    ,舒适性,0,
3525,d6x9BUYr2JlFyDkV,请跑一段稍有颠簸的路段试试，森林人在后排没坐人时有点弹跳的味道，看这个有否改善？    ,舒适性,0,
3529,FRrwvq6YdSokWbNl,下次我要去问问，原车的相差多少会报警上次有个轮胎慢撒气，相差0.3还没反应,舒适性,0,
3530,2be6fwEqDrlZLgPn,我是空滤机滤曼牌的，空调滤博世的。,舒适性,0,
3545,6lt5HwOW1qXVbFvL,空调开着吗？我的空调开着，会时不时抖抖,舒适性,-1,抖抖
3547,ckCnyNTIfg1Qz4pX,设备:角刚制的车斜坡，滤芯板子，和一些普通工具机油:掏包搜新日石的银桶或黑桶，旗舰店的巨贵，找天津汉沽的或者大连的，实惠的多机滤:参考其他大神的帖子空气和空调滤芯:这个就随便了，我用的邢台的    ,舒适性,0,
3548,qsGJNolePgtMiL3H,话说油耗确实高了，0.5-1升吧！胎噪也大不少！用G012已经5万公里的结论！,舒适性,-1,大不少
3551,lysbB7uX5ihd2CRf,您说的是空调不制冷吗？电磁阀干嘛的？能不能说得详细些？    ,舒适性,0,
3555,LoKH9nFXcyWrY8z3,有钱就上套HKS的中尾段，淘宝价格在9500左右，声音好听，又不吵。我也是这个排气。,舒适性,1,好听
3560,WZq6KpA8PDVRyHCc,09款2.5森25万公里发动机不是很响哦,舒适性,0,
3562,gqA7I6eGTCW3Etyj,如果单凭主观感受，我的新森与旧SRX在车内噪音倒是相差无已基本一样。    ,舒适性,0,
3577,nb179zm5UHTFD3BJ,正常，新车买来噪音就大，开十年噪音还是依然大。,舒适性,-1,噪音大
3589,ubPI0hUv14LW6mwX,加宽不一定会增强操控，换一套好轮胎操控可能会加强的比较明显。   ,舒适性,0,
3600,5bq6M7uVnX3hLUFm,刚出现，25000保养完出现的，高速行驶的时候有这种声音    ,舒适性,0,
3602,rMj5OpwmE7ihJgHT,双层？你确定森林人的玻璃薄的太明显了，，，几乎所有的外部噪音都能清晰无阻的进来，当然这倒是提高安全性了   ,舒适性,0,
3606,MUu2frZpkPYQCnsa,我倒是感觉加了胶条后有时候胶条和风挡玻璃摩擦产生吱吱的声音   ,舒适性,0,
3607,rnx4qmSGs5leUQyA,18寸的没有AT轮胎吧，我为了装AT轮胎把轮毂降为16寸的！相当地好用,舒适性,1,好用
3608,LouqsJtSZrMHikPD,玻璃进水这个问题应该是通病，空调有土味也是通病，可以问下哈尔滨的朋友们，你们的冻没有。,舒适性,0,
3610,k4hf9t0mrOcqZa5M,我觉得关窗以后风噪还可以接受，问题是打开窗户，特别是后窗和天窗，速度上来后，有那种低频的噪音，特别难受,舒适性,-1,难受
3614,RBUoXJdt3plrj8hK,你也是北方的吗？汽车设置的冷保护，车子启动后不要开空调就行，跑一段时间发动机温度上来了再开空调。,舒适性,0,
3615,p9tbewZcUxvHWSFK,我换的米其林浩悦，城里/高速用足够了。噪音比原胎小很多。,舒适性,0,
3618,CzcihdjyQxNEPWB2,是北方的，是变速箱启动了冷保护吗？我是开空调来的，如果不开空调这种现象还会啊，出现吗？明天我试试 谢谢啦！    ,舒适性,0,
3634,LilcwyAn8GsbgYPV,今天刚到才装上去，明天开下空调吹吹看   ,舒适性,0,
3635,pVKDi0tqfE5UXlz7,这个看着是活性炭的，吸味但是没有过滤功能啊，测一下PM2.5吧。,舒适性,0,
3638,PAYgCtUKlzdxfE52,竖版的把空调集成了，集成以后操作很不方便。。,舒适性,0,
3640,I5TDjoGMaFKSEzCr,好多安卓导航不支持竖屏，空调操作也不方便，不建议。,舒适性,-1,不支持
3644,dfun9hKxXQozDv1W,同样的2.5豪华版，好多不一样的地方呢，无天窗，不是真皮座椅，有尾翼，大灯是卤素的，最关键的是手排的，现在国内销售一水儿的CVD自排,舒适性,0,
3649,OckwId6YR5XZKHiV,应该是后备箱工具箱上面那层泡膜间隙摩擦导致发出的声音,舒适性,-1,发出声音
3657,SXLUPN1R5WlFGHOt,那声音 真的是 感觉音响开再大声音都盖不住！难受   ,舒适性,-1,大
3672,OsnTaWr2mFi4XdBq,这不是女同志们都喜欢高大威猛的SUV嘛。力狮座椅一翻，好像也可以取后备箱物品哈   ,舒适性,0,
3677,9jY0RFUeKEucJ3Ok,帅 钢炮味道的森林人，羡慕你,舒适性,0,
3682,bMhXTNUEpeQV6uOJ,从视线和头部空间看，选森！,舒适性,0,
3687,aPtTdgWql4ozGbmO,这个情况要检查一下四个轮子的花纹磨损情况。斯巴鲁培训教材里提到如果出现花纹磨损不均匀会出现四驱变二驱的情况，解决办法是轮胎换位或换新胎。   ,舒适性,0,
3709,h4HjzIEot5bqlfM0,勉强到4000，之后踩着声音都变了，添加剂消耗光了。,舒适性,0,
3714,MI9J1g3ebXwaSEfs,广州的比你便宜一点裸车价24.48万时尚森，目前400公里，冷车时感觉发动机噪音比较大    ,舒适性,-1,噪音大
3718,ZleCdv2AO4tk065M,这是启停电池，纠结什么，自动启停等红绿灯熄火，我要不要把灯都关掉，空调关掉，行车记录仪拔掉，好怕电池会坏？,舒适性,0,
3739,styCwLDZuNjWTReo,问题是我试过了打开内循环一段时间 甚至直接关闭整个空调系统 都一样呢。。。我保持了一段时间的，手伸过去，还是有明显感觉热气在涌出   ,舒适性,0,
3741,DQY6gSIjFmOivh5A,可是问题是我什么都没开啊。。。就是空调系统整个关闭的，也是这样的。。。关键是中间两个什么热气都没有  就左右两边的有   ,舒适性,0,
3747,BK0a6zeH5y4P9DAF,座椅放倒也跑过，还是有塑料摩擦声音。车身倾斜越大，异响越大。   ,舒适性,0,
3748,tHOD91A5WirR6hbU,后面备胎的位置已经拆完了，重新安装紧固，声音还是无法消除，我怀疑是后轮毂包的位置异响。   ,舒适性,0,
3750,9AFlVtoZeEKxhcau,检查后排中间座位的安全带，在顶棚上，用轮胎胶条包一下金属卡子再插紧一点试试。,舒适性,0,
3753,NYcnamks0Zy7LrJU,请教空调水都是哪来的，这样的滴法，开几个小时就没水了吧。    ,舒适性,0,
3754,9WJqRUpyQ0ITfL4k,现在的车已经不靠水来冷却发动机了！车里的水除了空调产生的水，也没有啥能产生水了！正常的！放心驾驶！,舒适性,0,
3756,CDH9jrfuY0L76gJW,空调水 位置在副驾驶侧车底部。这个季节空气湿度大遇空调冷凝很正常的不用担心。,舒适性,0,
3759,fEO5S9xrjVZHNsDg,这个水既不是你的也不是他的，而是空调开启后制冷管道冷凝空气中的水分而来。据说水越多制冷效果越好。    ,舒适性,0,
3770,gfY8Z6rbmwza9TCi,除了空调水还有什么啊，哈,舒适性,0,
3772,PkCqw9nTFH2YJpIZ,明显是空调水，不用大惊小怪,舒适性,0,
3773,j7BuXKUiYVl6ce8h,刚刚给斯巴鲁中国打了电话，客服小姐说帮我反馈，声音很温柔哦    ,舒适性,0,
3775,hH6Bucr3fj5PSN8e,不开空调，屁股流水，也正常，据说是燃烧充分，发动机性能强     ,舒适性,0,
3780,gtRKQX0Oo7HJnepu,一直98号。转速低，声音小。有条件98。92没加过。,舒适性,0,
3784,CvEa9pWBb0rhH3fo,前面225/55/17后面225/60/17这样配合是不可以的，因为前后轮胎直径不一样，跑起来转速比也是不一样的，如果这样配合使用会损坏全时四驱系统。,舒适性,0,
3790,X0ni6WQGuPcRSlH9,我的也是2.5尊贵...而且驾驶时并没有明显感觉到这个声音...    ,舒适性,0,
3810,qBZpOeoG89ETPfdu,噪音主要是什么？那传来的,舒适性,0,
3812,8O0mUIeytsa3JSdM,就感觉高速声音比以前变大了。具体也听不出来    ,舒适性,0,
3816,7PnHmXU1vofyrOh6,你这没有方向性的问题，不好说啊，感觉这东西不靠谱啊 如果没有特殊的噪音，不要瞎折腾，受不了去花3000做个全车隔音吧，会好很多。 轴承一般不出问题是终身免换的，别乱花冤枉钱,舒适性,0,
3818,lLQvWUZc2ytTBAer,空调冷凝水，在副驾底部,舒适性,0,
3822,Pl2KRcAkJ7NT4DtQ,具体是哪里的声音 知道嘛  前轮还是后轮 发出的  确定是哪里发出的声音  然后将前后轮倒个个  看看是否还是那里发出的声音 来确定是轮胎问题 还是轴承问题,舒适性,0,
3826,OCRneZ7yhAsmdbwV,我也考虑过自由光，但自由光车比森林人大，空间却没森林人大，动力，油耗，越野能力都不如森林人，气味刺鼻    ,舒适性,-1,
3832,AG03pzyKaZFQ9URX,高度一致，舒适性好些，效果不错，一对2千多的样子,舒适性,1,
3834,CjOyrpF9kIYao5wS,听4S店里说，不论换什么品牌轮胎，最好4条轮胎花纹一样，好像说不一样的话对变速箱不好,舒适性,0,
3836,074gHEUAYSjMNvLr,呵呵 轮胎又不是轮毂！可以配的   ,舒适性,0,
3838,7Zv69g8FocV3DYkj,没换过，啥都没换过。喜熄火状态。随便用手转一个轮子，对向轮胎也跟着转，但是是反方向。    ,舒适性,0,
3839,96n01RiI5d7klABL,4W除了常规机油机滤~空调、空气还换啥啊？我3W时把刹车油换了   ,舒适性,0,
3843,DnA7JEXBuZikc3SM,每六千公里左右换机油机滤，检查清洁空滤空调滤（脏了厉害了就换），全车检查有无液体渗漏，检查底盘有无受损，检查灯光是否正常，检查轮胎，备胎气压是否正常，其他的通通忽略吧     ,舒适性,0,
3848,KLES7cIUnoA2GdfD,空挡滑行也响！速度越快，声音越大    ,舒适性,-1,
3850,c5LKgBjXkb1Ftdsz,空调水正常的，只要车子有空调都会有。,舒适性,0,
3854,mHY90Mr6IT1ylAdu,少有的森改得这么好看的， RECARO的夹蛋座椅，长途是否会过累？   ,舒适性,0,
3858,YbLuA7VUw1JaBeFf,5年没贴膜，前一辆车贴膜太影响视线了，尤其是晚上下雨的时候，侧面啥都看不见。,舒适性,0,
3860,GNBjCY7tmup651z9,稍微有点高低起伏..那声音..5万块的车一样    ,舒适性,0,
3871,74yeQNzkgrC2q9Rc,途观L相当...不好。不说那个离合，座椅不舒服   ,舒适性,0,
3872,QceKuF7iEtbZ95Rn,我的也是13款2.5 很久没听见爆震声音了，楼主不妨试试，用厚一点机油看看,舒适性,0,
3877,UCrnPKRwbEM83YIW,散之前没拍照？以前我都拍下来，现在都熟能生巧了。春秋天我都不安空调那套，太麻烦。    ,舒适性,0,
3887,QxBV0rnC5ojufg3w,我是18款2.5es豪华森 我是不是买了个假森 为什么我的小森没有那么大噪音 最快开过120但是也没有太大噪音呢？还是说18款有改善？    ,舒适性,0,
3889,n5fQguhjDsN42kyp,展车味道比较小，能优惠也不错,舒适性,0,
3892,NnoMwGRJP7lCHImf,尤其热车转弯的时候声音大,舒适性,-1,
3897,QUTc6uYxLoIpn5Gj,可以蓝牙听手机里的歌。歌还是在手机里。声音从车载音响系统中传出。不存在“导入”这个步骤。   ,舒适性,0,
3901,q0eIdFYjEnw9Wxp5,我2.0T都用美孚EP，便宜，噪音大点，目前6500公里没发现问题,舒适性,0,
3907,y5VeWDqAtRG0HPvg,换的后减震器怎样？是不是翻新件耐不耐用？舒适性怎么样？,舒适性,0,
3913,fvPrH8TjV2qNUp7h,换好点的轮胎，，舒适静音的,舒适性,0,
3914,8P91vsbWA42mSBZV,应该是偶尔吧，是音响发出的吧，我也遇到过，我感觉是播放声音时启动造成的，启动的一瞬间黑屏然后正常，就这一瞬间,舒适性,0,
3918,G6jlaIht3b8HgCez,怎么升级的？泉州4s说他们也没搞过，这蓝牙连上后用百度地图，动不动就没声音了，尤其一接电话，蓝牙就不播报了，手机也没声音，路走到一半很懵逼，后来都不敢用蓝牙了，现在这么个屏幕几乎没用了#%#“……”,舒适性,0,
3935,CzkO6tDHunQyRXUj,空调的就那么回事，哪都行,舒适性,0,
3945,5qknCa9IFGZx3TWX,蝎子是倍耐力的啊，你找倍耐力蝎子应该就能找到，我是之前网上看到的，胎花不错，然后去轮胎店买的，价钱没啥大区别    ,舒适性,0,
3949,UsqrbRHOkyAi0ca8,我车从一开始就有这样的嗡嗡声音了。。后来看论坛，可能是轴承的问题。。但是还没有动过。。4s 店铺也查过。。好像也没说什么。。等你的更新,舒适性,0,
3951,3wjICmVEoBPdzbk6,某东的曼牌或博世都不错。但你这个气味换滤芯是没法解决的，需要清洗蒸发器。,舒适性,0,
3952,7KVJ1aHhiuFM3Ejl,本人车也会嗡嗡嗡的响，这个时候拉个手刹再松一下声音会消除。不知道是轴承还是后轮毂刹回位不行,舒适性,0,
3953,PWqjzgAJif0c64bn,什么蓝灯？ 等红灯时怠速不会关闭或开启空调啊！    ,舒适性,0,
3958,ghRyiEMvY6mcnk5T,空调滤换，不一定能解决问题，，，，洗洗得    ,舒适性,0,
3960,70RjHJeWKv2fVAnz,水温蓝灯啊，怠速时空调不关闭的。    ,舒适性,0,
3965,wRQb38qzSjanLD6N,踩油门感觉没力气的，之前轻松140，现在使劲踩才120，噪音大的不得了，会不会是机油的问题的    ,舒适性,-1,
3966,0kUBmKInGCoZ92cQ,踩油门感觉没力气的，之前轻松140，现在使劲踩才120，噪音大的不得了，不知会不会是机油的问题    ,舒适性,-1,
3982,fPDAZC6pl4wcsxLi,音量难道不可以调？我也是用蓝牙接电话，不觉得声音有多大呀？问题是接电话的时候音量是可以调节的。,舒适性,0,
3986,x7ShaD8PBjCtM6YN,我的开了一年15000KM，开空调时也有这种感觉，顿挫感明显且刹车变软，不好控制，正在苦脑当中，楼主解决了麻烦告知一声。,舒适性,0,
3987,ZO130MTc9YwFWl4I,好的 那就去换一个 普利司通原厂轮胎 国内对应型号没有,舒适性,0,
3988,KyaZMTqdS0kuvPnI,一万公里四个轮胎全都有小裂口,舒适性,-1,
3994,rb3RNLYVqlia2f07,我的声音还很大，直接忽略,舒适性,-1,
3997,1D0yWko25M6incFC,2.0时尚，1700多，没有这种声音。,舒适性,0,
4009,VWioq2alDvwErxpn,根据楼主的描述，这种轮胎短期内城市路况使用没什么问题，如果要跑高速就建议换掉,舒适性,0,
4012,uPtSQjZ5efCnHly4,我开人家的CRV  XRV怎么都没听见这种声音,舒适性,0,
4020,pN2l8oLmJ96u0vUK,就是开窗的时候开空调听出来了，后来应该是慢慢变小了，刚开启空调声音大点，你也会吗？    ,舒适性,0,
4039,lBkgXywGIsAr6iZa,冷启动声音特别大，怠速也高,舒适性,-1,
4043,u6NJyOXaVwKYlCPv,是啊，绝对是乞丐中的霸主，7气囊、四驱、电调座椅、倒车影像、大天窗。。。主流合资车乞丐版以上几个大配置会基本砍光。    ,舒适性,0,
4058,bUSaMcD7NzPypOuI,大家都说正品才有的声音，恭喜你了！！,舒适性,0,
4059,aQKAOZjSXTMGJpmY,排气管隔热罩冷却的声音，发声位置在机舱部位,舒适性,0,
4062,g0etU3svN2xBRCwn,我也是15特装，2。5，加的摩特8100，启动声音非常大，行驶时声音很小，而且经常走到巷子里不按喇叭前面的人听不到，不知你是一直大还是最近大起来的，可以换换黑桶的新日石，主打静音。,舒适性,0,
4063,iO3JaF5RSXkeVM2x,我是熄火后有噼里啪啦的金属声，论坛上请教老司机说是三元催化的声音，刚开始很介意，时间长了也没啥感觉了，响就响了,舒适性,0,
4066,QE8Fd4ZOi3pkPW0w,我用金美孚0-40，这个油真的牛逼，高转速声音太好听了,舒适性,0,
4080,fqL1xMVnTBapCAXd,正常，还有哒哒的声音都是正常的,舒适性,0,
4083,VIFnTAhP5KtoyxaN,选at胎轮毂要小，比如16、17寸的；扁平比要大，至少用60的，要不轮胎和内衬之间塞得满满的如何应付搓板路炮弹坑,舒适性,0,
4093,z4pxWgBduiam6OUX,荣放外观是可以接受，就是室内味道相对大很多！所以一下子比较失望。   ,舒适性,-1,
4102,fk7l4IpxBVeOR1m6,我的森林人味道很小，同事的奇骏都把他熏出眼泪了。用料还是有区别的。,舒适性,0,
4108,FoLJAtXUCarefN87,3万五公里。。我是因为和保养师傅说的保养前一天偶尔听到车子有声音，我说是不是哪里松动了还是怎么，他就帮我检查了轴承，没收钱    ,舒适性,0,
4109,Emn7JYha1Nkj3uBF,危险！尤其你没有换轮胎。一般车的原车都是四季胎。,舒适性,0,
4110,yrmxFnZpa2BYdgOA,看了半天没搞明白，你在轮胎上装检测发射模块了吗？   ,舒适性,0,
4112,tisTlhnoNdOMbA2y,不用另装 咱们的轮胎里有胎压传感器 只是不显示数值 现在新出的 设备可以接受到咱们原车的信号了    ,舒适性,0,
4122,uqjNUXhdnT6tYO7v,好像老q5的四驱，高速稳定性，底盘质感，噪音，内饰等都强于森吧？本来就不是一个档次的车。森离地间隙，后排空间有优势。    ,舒适性,0,
4126,mqG4c6uaCyJkdvNf,不要侥幸，胎壁本来就薄，这情况坚决换，实在不舍得就试试轮胎内同一个位置补胎加厚，然后把轮胎放在后轮,舒适性,0,
4129,Ry0S4dt2XPh8pKOn,没有问题！轮胎侧壁色强度，主要靠缝线，你这个没有露线，没问题，建议用在后轮。,舒适性,0,
4132,tMxNQ2FIu5ArlYRX,传感器外面看不到 在轮胎里面    ,舒适性,0,
4145,klcqWP8nDsQFVEif,原车轮胎从日本进口过来用了有两个14万公里，两个国产的用了三四万公里就不怎么好了。    ,舒适性,0,
4147,MHVIeAk4f9FGzsrn,一样一样的，太响了。之前，伊兰特也没有这么响的声音    ,舒适性,-1,
4150,mQMLTqVX3eWcpY4u,兄弟，其实CDX后悬在城市表现还是很不错。真的。不知道2017特装噪音如何    ,舒适性,0,
4156,xjdbgSkoLi6nvEHh,启动的时候很大声音，然后就会听到1.2秒的卡察的声音，类似齿轮摩擦的声音    ,舒适性,-1,
4157,iB1Gprkd8ma4MVIv,启动的时候很大声音，然后就会听到1.2秒的卡察的声音，类似齿轮摩擦的声音，你的也是这样吗    ,舒适性,-1,
4165,25wKBsbhIQaZxLuH,非常感谢朋友，那你现在保养用什么机油机滤呢，还有空气滤空调滤芯你用原厂的吗    ,舒适性,0,
4169,9ThERWmtYj8dcFCH,嘉实多机油，曼牌机滤，空滤，空调滤芯等，途虎养车，养车无忧，上都有匹配的，只要输入车型就可以。   ,舒适性,0,
4174,abOZh0pHAiTYwSLR,我也是，4S店说没有问题，但声音真的很大，一直95号，高转速也拉过，就是解决不了,舒适性,0,
4185,udOWpBTgsiUz5Fcf,实际上我在路上超车的时候感觉开空调三个人也不觉着有难度。应该还可以吧,舒适性,0,
4186,mCzS0Ugk4H9RLPrh,两个大耳朵风噪大之源。整车隔音也是。。。举个例子，昨晚20-21点左右在高速服务区休息站门窗紧闭打算闭眼休息会儿，结果感觉身处菜市场嘈杂的赶脚。。。15w水平的内饰和隔音绝对是高估了。,舒适性,0,
4188,zycrXwShL35vgd4n,就针对于这个风噪来说。是不是非常纠结？    ,舒适性,0,
